"Territory","Year","Score","Name","Live births (absolute value)","Live births (percentage value)"
"Abruzzo","1999","1","FRANCESCA","209","4.2"
"Abruzzo","1999","2","CHIARA","193","3.88"
"Abruzzo","1999","3","ALESSIA","179","3.6"
"Abruzzo","1999","4","GIULIA","164","3.29"
"Abruzzo","1999","5","MARTINA","156","3.13"
"Abruzzo","1999","5","SARA","156","3.13"
"Abruzzo","1999","6","GIORGIA","137","2.75"
"Abruzzo","1999","7","FEDERICA","126","2.53"
"Abruzzo","1999","8","ALESSANDRA","78","1.57"
"Abruzzo","1999","9","CLAUDIA","77","1.55"
"Abruzzo","1999","10","VALENTINA","75","1.51"
"Abruzzo","2000","1","FRANCESCA","206","4.12"
"Abruzzo","2000","2","ALESSIA","192","3.84"
"Abruzzo","2000","3","CHIARA","183","3.66"
"Abruzzo","2000","4","MARTINA","164","3.28"
"Abruzzo","2000","5","GIULIA","159","3.18"
"Abruzzo","2000","6","SARA","145","2.9"
"Abruzzo","2000","7","GIORGIA","124","2.48"
"Abruzzo","2000","8","FEDERICA","119","2.38"
"Abruzzo","2000","9","ALESSANDRA","82","1.64"
"Abruzzo","2000","10","VALENTINA","71","1.42"
"Abruzzo","2001","1","CHIARA","210","4.05"
"Abruzzo","2001","2","SARA","194","3.74"
"Abruzzo","2001","3","FRANCESCA","178","3.43"
"Abruzzo","2001","4","GIULIA","162","3.12"
"Abruzzo","2001","5","ALESSIA","159","3.06"
"Abruzzo","2001","6","GIORGIA","152","2.93"
"Abruzzo","2001","7","MARTINA","144","2.78"
"Abruzzo","2001","8","FEDERICA","129","2.49"
"Abruzzo","2001","9","GAIA","111","2.14"
"Abruzzo","2001","10","AURORA","84","1.62"
"Abruzzo","2002","1","GIULIA","195","3.94"
"Abruzzo","2002","2","SARA","180","3.64"
"Abruzzo","2002","3","FRANCESCA","169","3.42"
"Abruzzo","2002","4","CHIARA","157","3.17"
"Abruzzo","2002","5","ALESSIA","156","3.15"
"Abruzzo","2002","6","GIORGIA","127","2.57"
"Abruzzo","2002","6","MARTINA","127","2.57"
"Abruzzo","2002","7","FEDERICA","95","1.92"
"Abruzzo","2002","8","ALICE","91","1.84"
"Abruzzo","2002","9","AURORA","83","1.68"
"Abruzzo","2002","10","GAIA","80","1.62"
"Abruzzo","2003","1","GIULIA","231","4.58"
"Abruzzo","2003","2","FRANCESCA","182","3.61"
"Abruzzo","2003","3","CHIARA","179","3.55"
"Abruzzo","2003","4","MARTINA","169","3.35"
"Abruzzo","2003","5","SARA","167","3.31"
"Abruzzo","2003","6","GIORGIA","150","2.98"
"Abruzzo","2003","7","ALESSIA","126","2.5"
"Abruzzo","2003","8","FEDERICA","100","1.98"
"Abruzzo","2003","9","AURORA","86","1.71"
"Abruzzo","2003","10","ALICE","84","1.67"
"Abruzzo","2004","1","GIULIA","229","4.45"
"Abruzzo","2004","2","CHIARA","203","3.95"
"Abruzzo","2004","3","SARA","169","3.29"
"Abruzzo","2004","4","FRANCESCA","151","2.94"
"Abruzzo","2004","5","MARTINA","150","2.92"
"Abruzzo","2004","6","GIORGIA","148","2.88"
"Abruzzo","2004","7","ALESSIA","144","2.8"
"Abruzzo","2004","8","ALICE","101","1.96"
"Abruzzo","2004","9","AURORA","100","1.94"
"Abruzzo","2004","10","FEDERICA","87","1.69"
"Abruzzo","2005","1","GIULIA","243","4.57"
"Abruzzo","2005","2","CHIARA","204","3.84"
"Abruzzo","2005","3","FRANCESCA","155","2.92"
"Abruzzo","2005","4","SARA","153","2.88"
"Abruzzo","2005","5","MARTINA","142","2.67"
"Abruzzo","2005","6","GIORGIA","139","2.61"
"Abruzzo","2005","7","ALESSIA","136","2.56"
"Abruzzo","2005","8","SOFIA","116","2.18"
"Abruzzo","2005","9","ALICE","96","1.81"
"Abruzzo","2005","10","AURORA","95","1.79"
"Abruzzo","2006","1","GIULIA","219","4.2"
"Abruzzo","2006","2","CHIARA","178","3.41"
"Abruzzo","2006","3","SARA","174","3.33"
"Abruzzo","2006","4","AURORA","139","2.66"
"Abruzzo","2006","5","GIORGIA","136","2.61"
"Abruzzo","2006","6","FRANCESCA","135","2.59"
"Abruzzo","2006","7","ALESSIA","127","2.43"
"Abruzzo","2006","7","MARTINA","127","2.43"
"Abruzzo","2006","8","SOFIA","126","2.41"
"Abruzzo","2006","9","ASIA","96","1.84"
"Abruzzo","2006","10","ALICE","88","1.69"
"Abruzzo","2007","1","GIULIA","223","4.15"
"Abruzzo","2007","2","SOFIA","180","3.35"
"Abruzzo","2007","3","CHIARA","153","2.85"
"Abruzzo","2007","4","FRANCESCA","147","2.74"
"Abruzzo","2007","5","SARA","140","2.61"
"Abruzzo","2007","6","MARTINA","138","2.57"
"Abruzzo","2007","7","GIORGIA","134","2.49"
"Abruzzo","2007","8","AURORA","119","2.22"
"Abruzzo","2007","9","ALESSIA","111","2.07"
"Abruzzo","2007","10","ALICE","92","1.71"
"Abruzzo","2008","1","GIULIA","209","3.79"
"Abruzzo","2008","2","SOFIA","185","3.35"
"Abruzzo","2008","3","CHIARA","166","3.01"
"Abruzzo","2008","4","SARA","150","2.72"
"Abruzzo","2008","5","GIORGIA","149","2.7"
"Abruzzo","2008","6","MARTINA","142","2.57"
"Abruzzo","2008","7","AURORA","116","2.1"
"Abruzzo","2008","8","FRANCESCA","108","1.96"
"Abruzzo","2008","9","ALESSIA","101","1.83"
"Abruzzo","2008","10","ALICE","89","1.61"
"Abruzzo","2008","10","ELENA","89","1.61"
"Abruzzo","2009","1","SOFIA","196","3.69"
"Abruzzo","2009","2","GIULIA","188","3.54"
"Abruzzo","2009","3","SARA","149","2.81"
"Abruzzo","2009","4","CHIARA","144","2.71"
"Abruzzo","2009","5","GIORGIA","137","2.58"
"Abruzzo","2009","6","MARTINA","131","2.47"
"Abruzzo","2009","7","AURORA","122","2.3"
"Abruzzo","2009","8","ALESSIA","115","2.17"
"Abruzzo","2009","9","FRANCESCA","114","2.15"
"Abruzzo","2009","10","ALICE","88","1.66"
"Abruzzo","2010","1","SOFIA","192","3.58"
"Abruzzo","2010","2","GIULIA","189","3.52"
"Abruzzo","2010","3","GIORGIA","147","2.74"
"Abruzzo","2010","4","CHIARA","132","2.46"
"Abruzzo","2010","5","SARA","119","2.22"
"Abruzzo","2010","6","AURORA","114","2.12"
"Abruzzo","2010","7","MARTINA","100","1.86"
"Abruzzo","2010","8","FRANCESCA","93","1.73"
"Abruzzo","2010","9","ALESSIA","89","1.66"
"Abruzzo","2010","10","ALICE","83","1.55"
"Abruzzo","2011","1","SOFIA","199","4.08"
"Abruzzo","2011","2","GIULIA","184","3.77"
"Abruzzo","2011","3","CHIARA","117","2.4"
"Abruzzo","2011","4","AURORA","106","2.17"
"Abruzzo","2011","5","MARTINA","102","2.09"
"Abruzzo","2011","6","ALICE","101","2.07"
"Abruzzo","2011","7","GIORGIA","99","2.03"
"Abruzzo","2011","8","SARA","98","2.01"
"Abruzzo","2011","9","FRANCESCA","79","1.62"
"Abruzzo","2011","10","ALESSIA","77","1.58"
"Abruzzo","2012","1","SOFIA","188","3.83"
"Abruzzo","2012","2","GIULIA","173","3.52"
"Abruzzo","2012","3","GIORGIA","138","2.81"
"Abruzzo","2012","4","CHIARA","109","2.22"
"Abruzzo","2012","5","GAIA","107","2.18"
"Abruzzo","2012","6","AURORA","106","2.16"
"Abruzzo","2012","7","MARTINA","94","1.91"
"Abruzzo","2012","8","FRANCESCA","89","1.81"
"Abruzzo","2012","8","SARA","89","1.81"
"Abruzzo","2012","9","EMMA","80","1.63"
"Abruzzo","2012","10","ALICE","71","1.45"
"Abruzzo","2013","1","SOFIA","172","3.76"
"Abruzzo","2013","2","GIULIA","143","3.13"
"Abruzzo","2013","3","AURORA","124","2.71"
"Abruzzo","2013","4","GIORGIA","119","2.6"
"Abruzzo","2013","5","GRETA","93","2.03"
"Abruzzo","2013","6","FRANCESCA","87","1.9"
"Abruzzo","2013","7","CHIARA","79","1.73"
"Abruzzo","2013","7","MARTINA","79","1.73"
"Abruzzo","2013","8","GAIA","72","1.58"
"Abruzzo","2013","8","SARA","72","1.58"
"Abruzzo","2013","9","VITTORIA","71","1.55"
"Abruzzo","2013","10","ALICE","65","1.42"
"Abruzzo","2014","1","SOFIA","164","3.41"
"Abruzzo","2014","2","GIULIA","139","2.89"
"Abruzzo","2014","3","AURORA","129","2.68"
"Abruzzo","2014","4","CHIARA","106","2.21"
"Abruzzo","2014","5","GIORGIA","96","2"
"Abruzzo","2014","6","FRANCESCA","88","1.83"
"Abruzzo","2014","7","ALICE","83","1.73"
"Abruzzo","2014","8","GRETA","82","1.71"
"Abruzzo","2014","9","SARA","81","1.69"
"Abruzzo","2014","10","GAIA","79","1.64"
"Abruzzo","2015","1","SOFIA","155","3.22"
"Abruzzo","2015","2","GIULIA","140","2.91"
"Abruzzo","2015","3","AURORA","125","2.6"
"Abruzzo","2015","4","CHIARA","102","2.12"
"Abruzzo","2015","5","ALICE","99","2.06"
"Abruzzo","2015","5","GIORGIA","99","2.06"
"Abruzzo","2015","6","GRETA","94","1.96"
"Abruzzo","2015","7","BEATRICE","79","1.64"
"Abruzzo","2015","8","MARTINA","73","1.52"
"Abruzzo","2015","9","FRANCESCA","67","1.39"
"Abruzzo","2015","10","VITTORIA","66","1.37"
"Abruzzo","2016","1","SOFIA","166","3.53"
"Abruzzo","2016","2","AURORA","147","3.13"
"Abruzzo","2016","3","GIULIA","138","2.94"
"Abruzzo","2016","4","GRETA","82","1.74"
"Abruzzo","2016","4","NICOLE","82","1.74"
"Abruzzo","2016","5","EMMA","81","1.72"
"Abruzzo","2016","5","GIORGIA","81","1.72"
"Abruzzo","2016","6","BEATRICE","78","1.66"
"Abruzzo","2016","7","ALICE","77","1.64"
"Abruzzo","2016","7","CHIARA","77","1.64"
"Abruzzo","2016","8","VITTORIA","70","1.49"
"Abruzzo","2016","9","GINEVRA","68","1.45"
"Abruzzo","2016","10","SARA","67","1.43"
"Abruzzo","2017","1","SOFIA","152","3.36"
"Abruzzo","2017","2","GIULIA","141","3.11"
"Abruzzo","2017","3","AURORA","121","2.67"
"Abruzzo","2017","4","GIORGIA","99","2.19"
"Abruzzo","2017","5","BEATRICE","84","1.85"
"Abruzzo","2017","6","EMMA","83","1.83"
"Abruzzo","2017","6","GRETA","83","1.83"
"Abruzzo","2017","7","CHIARA","80","1.77"
"Abruzzo","2017","8","ALICE","73","1.61"
"Abruzzo","2017","9","LUDOVICA","64","1.41"
"Abruzzo","2017","9","VITTORIA","64","1.41"
"Abruzzo","2017","10","GINEVRA","62","1.37"
"Abruzzo","2018","1","AURORA","144","3.34"
"Abruzzo","2018","2","SOFIA","131","3.04"
"Abruzzo","2018","3","GIULIA","117","2.71"
"Abruzzo","2018","4","BEATRICE","96","2.22"
"Abruzzo","2018","5","GINEVRA","86","1.99"
"Abruzzo","2018","6","EMMA","76","1.76"
"Abruzzo","2018","7","ALICE","74","1.71"
"Abruzzo","2018","8","VITTORIA","68","1.58"
"Abruzzo","2018","9","GRETA","67","1.55"
"Abruzzo","2018","10","CHIARA","66","1.53"
"Abruzzo","2019","1","SOFIA","128","3.07"
"Abruzzo","2019","2","AURORA","114","2.73"
"Abruzzo","2019","3","GIULIA","111","2.66"
"Abruzzo","2019","4","ALICE","89","2.13"
"Abruzzo","2019","5","BEATRICE","82","1.97"
"Abruzzo","2019","6","EMMA","76","1.82"
"Abruzzo","2019","7","CHIARA","69","1.65"
"Abruzzo","2019","8","GIORGIA","64","1.53"
"Abruzzo","2019","9","GINEVRA","62","1.49"
"Abruzzo","2019","9","NICOLE","62","1.49"
"Abruzzo","2019","10","ELENA","61","1.46"
"Abruzzo","2020","1","SOFIA","131","3.28"
"Abruzzo","2020","2","GIULIA","117","2.93"
"Abruzzo","2020","3","AURORA","116","2.91"
"Abruzzo","2020","4","BEATRICE","90","2.26"
"Abruzzo","2020","5","ALICE","78","1.95"
"Abruzzo","2020","6","NICOLE","69","1.73"
"Abruzzo","2020","7","BIANCA","68","1.7"
"Abruzzo","2020","7","GINEVRA","68","1.7"
"Abruzzo","2020","8","EMMA","63","1.58"
"Abruzzo","2020","8","GIORGIA","63","1.58"
"Abruzzo","2020","9","CECILIA","52","1.3"
"Abruzzo","2020","10","CHIARA","51","1.28"
"Abruzzo","2021","1","SOFIA","128","3.13"
"Abruzzo","2021","2","GIULIA","106","2.6"
"Abruzzo","2021","3","AURORA","91","2.23"
"Abruzzo","2021","3","BEATRICE","91","2.23"
"Abruzzo","2021","4","ALICE","77","1.89"
"Abruzzo","2021","5","VITTORIA","72","1.76"
"Abruzzo","2021","6","GINEVRA","71","1.74"
"Abruzzo","2021","7","AZZURRA","65","1.59"
"Abruzzo","2021","8","CAMILLA","61","1.49"
"Abruzzo","2021","8","CHIARA","61","1.49"
"Abruzzo","2021","9","EMMA","59","1.44"
"Abruzzo","2021","10","NICOLE","55","1.35"
"Abruzzo","2022","1","SOFIA","115","3"
"Abruzzo","2022","2","AURORA","112","2.92"
"Abruzzo","2022","3","GIULIA","93","2.42"
"Abruzzo","2022","4","VITTORIA","84","2.19"
"Abruzzo","2022","5","GINEVRA","73","1.9"
"Abruzzo","2022","6","ALICE","69","1.8"
"Abruzzo","2022","7","EMMA","68","1.77"
"Abruzzo","2022","8","BEATRICE","65","1.69"
"Abruzzo","2022","9","BIANCA","57","1.49"
"Abruzzo","2022","10","GIORGIA","52","1.35"
"Abruzzo","2023","1","AURORA","113","3.12"
"Abruzzo","2023","2","VITTORIA","103","2.84"
"Abruzzo","2023","3","SOFIA","89","2.46"
"Abruzzo","2023","4","GINEVRA","79","2.18"
"Abruzzo","2023","5","GIULIA","73","2.01"
"Abruzzo","2023","6","BEATRICE","72","1.99"
"Abruzzo","2023","7","ALICE","63","1.74"
"Abruzzo","2023","8","LUDOVICA","60","1.66"
"Abruzzo","2023","9","BIANCA","52","1.44"
"Abruzzo","2023","9","EMMA","52","1.44"
"Abruzzo","2023","10","NICOLE","49","1.35"
"Abruzzo","2024","1","AURORA","93","2.62"
"Abruzzo","2024","1","SOFIA","93","2.62"
"Abruzzo","2024","2","VITTORIA","88","2.48"
"Abruzzo","2024","3","GINEVRA","81","2.28"
"Abruzzo","2024","4","BEATRICE","79","2.23"
"Abruzzo","2024","5","GIULIA","72","2.03"
"Abruzzo","2024","6","ALICE","57","1.61"
"Abruzzo","2024","7","EMMA","55","1.55"
"Abruzzo","2024","8","ANNA","53","1.5"
"Abruzzo","2024","8","MATILDE","53","1.5"
"Abruzzo","2024","9","ELENA","49","1.38"
"Abruzzo","2024","9","LUDOVICA","49","1.38"
"Abruzzo","2024","10","CAMILLA","46","1.3"
"Abruzzo","2024","10","GRETA","46","1.3"
"Basilicata","1999","1","FRANCESCA","122","4.47"
"Basilicata","1999","2","ALESSIA","80","2.93"
"Basilicata","1999","3","MARTINA","67","2.45"
"Basilicata","1999","4","ANTONELLA","63","2.31"
"Basilicata","1999","5","CHIARA","58","2.12"
"Basilicata","1999","6","FEDERICA","52","1.9"
"Basilicata","1999","7","SARA","46","1.68"
"Basilicata","1999","8","MARIA","40","1.46"
"Basilicata","1999","9","LUCIA","39","1.43"
"Basilicata","1999","10","ALESSANDRA","37","1.35"
"Basilicata","2000","1","FRANCESCA","109","4.05"
"Basilicata","2000","2","ALESSIA","80","2.97"
"Basilicata","2000","3","MARTINA","72","2.67"
"Basilicata","2000","4","ANTONELLA","69","2.56"
"Basilicata","2000","5","CHIARA","58","2.15"
"Basilicata","2000","6","FEDERICA","49","1.82"
"Basilicata","2000","7","SARA","46","1.71"
"Basilicata","2000","8","ANGELA","38","1.41"
"Basilicata","2000","9","ROBERTA","35","1.3"
"Basilicata","2000","10","ANGELICA","34","1.26"
"Basilicata","2000","10","MARIA","34","1.26"
"Basilicata","2001","1","FRANCESCA","109","4.2"
"Basilicata","2001","2","ALESSIA","78","3"
"Basilicata","2001","3","MARTINA","51","1.96"
"Basilicata","2001","4","SARA","49","1.89"
"Basilicata","2001","5","CHIARA","45","1.73"
"Basilicata","2001","6","FEDERICA","44","1.69"
"Basilicata","2001","7","ANTONELLA","40","1.54"
"Basilicata","2001","8","ANGELA","36","1.39"
"Basilicata","2001","9","LUCIA","32","1.23"
"Basilicata","2001","10","GAIA","30","1.16"
"Basilicata","2001","10","MARIA","30","1.16"
"Basilicata","2002","1","FRANCESCA","122","4.62"
"Basilicata","2002","2","ALESSIA","74","2.8"
"Basilicata","2002","3","MARTINA","70","2.65"
"Basilicata","2002","4","SARA","53","2.01"
"Basilicata","2002","5","FEDERICA","52","1.97"
"Basilicata","2002","6","ANTONELLA","49","1.85"
"Basilicata","2002","7","CHIARA","47","1.78"
"Basilicata","2002","8","ANNA","33","1.25"
"Basilicata","2002","9","GIULIA","32","1.21"
"Basilicata","2002","10","LUCIA","30","1.14"
"Basilicata","2003","1","FRANCESCA","110","4.49"
"Basilicata","2003","2","MARTINA","87","3.55"
"Basilicata","2003","3","CHIARA","62","2.53"
"Basilicata","2003","4","ALESSIA","57","2.33"
"Basilicata","2003","5","GIULIA","50","2.04"
"Basilicata","2003","6","SARA","47","1.92"
"Basilicata","2003","7","ANTONELLA","34","1.39"
"Basilicata","2003","8","FEDERICA","33","1.35"
"Basilicata","2003","9","ANGELA","32","1.31"
"Basilicata","2003","9","MICHELA","32","1.31"
"Basilicata","2003","10","AURORA","28","1.14"
"Basilicata","2004","1","FRANCESCA","109","4.22"
"Basilicata","2004","2","MARTINA","66","2.55"
"Basilicata","2004","3","ALESSIA","62","2.4"
"Basilicata","2004","4","CHIARA","56","2.17"
"Basilicata","2004","5","SARA","54","2.09"
"Basilicata","2004","6","ANTONELLA","52","2.01"
"Basilicata","2004","7","GIULIA","49","1.9"
"Basilicata","2004","8","MARIA","39","1.51"
"Basilicata","2004","9","SERENA","35","1.35"
"Basilicata","2004","10","ALESSANDRA","34","1.32"
"Basilicata","2005","1","FRANCESCA","82","3.7"
"Basilicata","2005","2","MARTINA","68","3.06"
"Basilicata","2005","3","ALESSIA","47","2.12"
"Basilicata","2005","4","GIULIA","46","2.07"
"Basilicata","2005","5","SARA","45","2.03"
"Basilicata","2005","6","CHIARA","42","1.89"
"Basilicata","2005","7","AURORA","33","1.49"
"Basilicata","2005","8","ANTONELLA","28","1.26"
"Basilicata","2005","9","MARIA","26","1.17"
"Basilicata","2005","10","GIADA","25","1.13"
"Basilicata","2006","1","FRANCESCA","82","3.51"
"Basilicata","2006","2","MARTINA","67","2.87"
"Basilicata","2006","3","CHIARA","59","2.53"
"Basilicata","2006","4","ALESSIA","51","2.19"
"Basilicata","2006","5","SARA","49","2.1"
"Basilicata","2006","6","GIADA","41","1.76"
"Basilicata","2006","6","GIULIA","41","1.76"
"Basilicata","2006","7","ANTONELLA","38","1.63"
"Basilicata","2006","8","AURORA","36","1.54"
"Basilicata","2006","9","MARIA","34","1.46"
"Basilicata","2006","10","ARIANNA","30","1.29"
"Basilicata","2007","1","FRANCESCA","85","3.68"
"Basilicata","2007","2","GIULIA","55","2.38"
"Basilicata","2007","3","ALESSIA","54","2.34"
"Basilicata","2007","4","MARTINA","50","2.17"
"Basilicata","2007","5","CHIARA","47","2.04"
"Basilicata","2007","6","SARA","45","1.95"
"Basilicata","2007","6","SOFIA","45","1.95"
"Basilicata","2007","7","AURORA","37","1.6"
"Basilicata","2007","8","GIORGIA","35","1.52"
"Basilicata","2007","9","GIADA","34","1.47"
"Basilicata","2007","10","FEDERICA","31","1.34"
"Basilicata","2008","1","FRANCESCA","77","3.37"
"Basilicata","2008","2","CHIARA","65","2.84"
"Basilicata","2008","3","MARTINA","55","2.4"
"Basilicata","2008","4","GIULIA","48","2.1"
"Basilicata","2008","5","ALESSIA","47","2.06"
"Basilicata","2008","6","SOFIA","42","1.84"
"Basilicata","2008","7","SARA","37","1.62"
"Basilicata","2008","8","GIORGIA","32","1.4"
"Basilicata","2008","9","ANTONELLA","30","1.31"
"Basilicata","2008","9","NOEMI","30","1.31"
"Basilicata","2008","10","AURORA","29","1.27"
"Basilicata","2009","1","FRANCESCA","93","4.14"
"Basilicata","2009","2","MARTINA","55","2.45"
"Basilicata","2009","3","CHIARA","52","2.32"
"Basilicata","2009","4","ALESSIA","48","2.14"
"Basilicata","2009","4","SOFIA","48","2.14"
"Basilicata","2009","5","GIULIA","41","1.83"
"Basilicata","2009","6","SARA","39","1.74"
"Basilicata","2009","7","AURORA","35","1.56"
"Basilicata","2009","8","GIORGIA","31","1.38"
"Basilicata","2009","9","GAIA","28","1.25"
"Basilicata","2009","9","MIRIAM","28","1.25"
"Basilicata","2009","9","SERENA","28","1.25"
"Basilicata","2009","10","ALESSANDRA","27","1.2"
"Basilicata","2009","10","NOEMI","27","1.2"
"Basilicata","2010","1","FRANCESCA","77","3.45"
"Basilicata","2010","2","SOFIA","63","2.83"
"Basilicata","2010","3","MARTINA","59","2.65"
"Basilicata","2010","4","GIULIA","55","2.47"
"Basilicata","2010","5","ALESSIA","51","2.29"
"Basilicata","2010","6","CHIARA","50","2.24"
"Basilicata","2010","6","SARA","50","2.24"
"Basilicata","2010","7","GIORGIA","36","1.62"
"Basilicata","2010","7","NOEMI","36","1.62"
"Basilicata","2010","8","AURORA","34","1.53"
"Basilicata","2010","9","ALESSANDRA","25","1.12"
"Basilicata","2010","9","SERENA","25","1.12"
"Basilicata","2010","10","MARIA","23","1.03"
"Basilicata","2010","10","REBECCA","23","1.03"
"Basilicata","2011","1","MARTINA","70","3.39"
"Basilicata","2011","2","FRANCESCA","67","3.24"
"Basilicata","2011","3","CHIARA","59","2.86"
"Basilicata","2011","4","SOFIA","54","2.61"
"Basilicata","2011","5","GIULIA","48","2.32"
"Basilicata","2011","6","NOEMI","40","1.94"
"Basilicata","2011","7","ALESSIA","37","1.79"
"Basilicata","2011","7","GIORGIA","37","1.79"
"Basilicata","2011","7","SARA","37","1.79"
"Basilicata","2011","8","AURORA","30","1.45"
"Basilicata","2011","9","ALICE","25","1.21"
"Basilicata","2011","10","GIADA","24","1.16"
"Basilicata","2011","10","SERENA","24","1.16"
"Basilicata","2012","1","FRANCESCA","61","2.97"
"Basilicata","2012","2","CHIARA","53","2.58"
"Basilicata","2012","2","GIORGIA","53","2.58"
"Basilicata","2012","2","SOFIA","53","2.58"
"Basilicata","2012","3","GAIA","42","2.04"
"Basilicata","2012","4","GIULIA","39","1.9"
"Basilicata","2012","5","AURORA","37","1.8"
"Basilicata","2012","6","SARA","36","1.75"
"Basilicata","2012","7","MARTINA","32","1.56"
"Basilicata","2012","8","ALESSIA","30","1.46"
"Basilicata","2012","9","NOEMI","29","1.41"
"Basilicata","2012","10","ALESSANDRA","27","1.31"
"Basilicata","2013","1","FRANCESCA","61","3.11"
"Basilicata","2013","2","SOFIA","50","2.55"
"Basilicata","2013","3","ALESSIA","45","2.29"
"Basilicata","2013","4","AURORA","42","2.14"
"Basilicata","2013","5","GIORGIA","41","2.09"
"Basilicata","2013","6","CHIARA","40","2.04"
"Basilicata","2013","6","MARTINA","40","2.04"
"Basilicata","2013","7","GIULIA","39","1.99"
"Basilicata","2013","8","GAIA","29","1.48"
"Basilicata","2013","9","SERENA","27","1.38"
"Basilicata","2013","10","SARA","25","1.27"
"Basilicata","2014","1","FRANCESCA","68","3.34"
"Basilicata","2014","2","CHIARA","52","2.56"
"Basilicata","2014","2","GIULIA","52","2.56"
"Basilicata","2014","3","AURORA","50","2.46"
"Basilicata","2014","4","SOFIA","49","2.41"
"Basilicata","2014","5","MARTINA","48","2.36"
"Basilicata","2014","6","GIORGIA","36","1.77"
"Basilicata","2014","7","GRETA","35","1.72"
"Basilicata","2014","8","ALESSIA","30","1.47"
"Basilicata","2014","9","MIRIAM","26","1.28"
"Basilicata","2014","10","NOEMI","25","1.23"
"Basilicata","2015","1","FRANCESCA","63","3.17"
"Basilicata","2015","2","AURORA","57","2.87"
"Basilicata","2015","2","SOFIA","57","2.87"
"Basilicata","2015","3","GIULIA","44","2.22"
"Basilicata","2015","4","GIORGIA","43","2.17"
"Basilicata","2015","4","MARTINA","43","2.17"
"Basilicata","2015","5","CHIARA","40","2.01"
"Basilicata","2015","6","NOEMI","31","1.56"
"Basilicata","2015","7","ALESSIA","30","1.51"
"Basilicata","2015","8","SARA","28","1.41"
"Basilicata","2015","9","MARIA","26","1.31"
"Basilicata","2015","10","GRETA","23","1.16"
"Basilicata","2016","1","AURORA","64","3.3"
"Basilicata","2016","2","SOFIA","60","3.09"
"Basilicata","2016","3","FRANCESCA","50","2.57"
"Basilicata","2016","4","CHIARA","47","2.42"
"Basilicata","2016","5","GIULIA","44","2.27"
"Basilicata","2016","6","MARTINA","42","2.16"
"Basilicata","2016","7","ALESSIA","39","2.01"
"Basilicata","2016","8","LUDOVICA","32","1.65"
"Basilicata","2016","9","ALICE","28","1.44"
"Basilicata","2016","9","MARIA","28","1.44"
"Basilicata","2016","10","GAIA","25","1.29"
"Basilicata","2016","10","NICOLE","25","1.29"
"Basilicata","2017","1","GIULIA","67","3.55"
"Basilicata","2017","2","SOFIA","56","2.97"
"Basilicata","2017","3","AURORA","52","2.76"
"Basilicata","2017","4","CHIARA","49","2.6"
"Basilicata","2017","5","FRANCESCA","47","2.49"
"Basilicata","2017","6","GIORGIA","41","2.17"
"Basilicata","2017","7","ALESSIA","31","1.64"
"Basilicata","2017","7","GRETA","31","1.64"
"Basilicata","2017","7","MARTINA","31","1.64"
"Basilicata","2017","7","SARA","31","1.64"
"Basilicata","2017","8","GINEVRA","25","1.33"
"Basilicata","2017","9","NICOLE","23","1.22"
"Basilicata","2017","10","GIADA","21","1.11"
"Basilicata","2017","10","LUDOVICA","21","1.11"
"Basilicata","2017","10","MARIA","21","1.11"
"Basilicata","2018","1","GIULIA","56","3.2"
"Basilicata","2018","1","SOFIA","56","3.2"
"Basilicata","2018","2","AURORA","48","2.74"
"Basilicata","2018","3","CHIARA","29","1.66"
"Basilicata","2018","4","FRANCESCA","27","1.54"
"Basilicata","2018","5","GAIA","26","1.48"
"Basilicata","2018","5","GIORGIA","26","1.48"
"Basilicata","2018","5","MARTINA","26","1.48"
"Basilicata","2018","6","NICOLE","25","1.43"
"Basilicata","2018","7","GINEVRA","23","1.31"
"Basilicata","2018","7","SARA","23","1.31"
"Basilicata","2018","8","NOEMI","22","1.26"
"Basilicata","2018","9","ALESSIA","21","1.2"
"Basilicata","2018","9","GRETA","21","1.2"
"Basilicata","2018","9","MARTA","21","1.2"
"Basilicata","2018","10","ALICE","20","1.14"
"Basilicata","2018","10","REBECCA","20","1.14"
"Basilicata","2019","1","FRANCESCA","52","2.99"
"Basilicata","2019","2","GIULIA","43","2.47"
"Basilicata","2019","3","SOFIA","40","2.3"
"Basilicata","2019","4","AURORA","39","2.24"
"Basilicata","2019","5","MARTINA","35","2.01"
"Basilicata","2019","6","CHIARA","32","1.84"
"Basilicata","2019","7","ALICE","29","1.67"
"Basilicata","2019","8","GIORGIA","25","1.44"
"Basilicata","2019","9","GRETA","24","1.38"
"Basilicata","2019","9","NOEMI","24","1.38"
"Basilicata","2019","10","NICOLE","23","1.32"
"Basilicata","2020","1","AURORA","42","2.53"
"Basilicata","2020","1","FRANCESCA","42","2.53"
"Basilicata","2020","2","SOFIA","39","2.35"
"Basilicata","2020","3","GIULIA","36","2.17"
"Basilicata","2020","4","GIORGIA","34","2.05"
"Basilicata","2020","5","MARTINA","33","1.99"
"Basilicata","2020","6","CHIARA","29","1.74"
"Basilicata","2020","7","NICOLE","24","1.44"
"Basilicata","2020","8","EMMA","23","1.38"
"Basilicata","2020","8","GAIA","23","1.38"
"Basilicata","2020","9","ALICE","22","1.32"
"Basilicata","2020","9","GINEVRA","22","1.32"
"Basilicata","2020","10","NOEMI","21","1.26"
"Basilicata","2021","1","SOFIA","59","3.66"
