"Territory","Year","Score","Name","Live births (absolute value)","Live births (percentage value)"
"Lazio","2008","7","GIORGIA","643","2.36"
"Lazio","2008","8","ELISA","575","2.11"
"Lazio","2008","9","BEATRICE","454","1.67"
"Lazio","2008","10","LUDOVICA","451","1.66"
"Lazio","2009","1","SOFIA","1136","4.42"
"Lazio","2009","2","GIULIA","1107","4.31"
"Lazio","2009","3","SARA","700","2.72"
"Lazio","2009","4","MARTINA","697","2.71"
"Lazio","2009","5","GIORGIA","645","2.51"
"Lazio","2009","6","CHIARA","623","2.43"
"Lazio","2009","7","AURORA","609","2.37"
"Lazio","2009","8","ELISA","501","1.95"
"Lazio","2009","9","GAIA","462","1.8"
"Lazio","2009","10","BEATRICE","433","1.69"
"Lazio","2010","1","GIULIA","1076","4.28"
"Lazio","2010","2","SOFIA","1051","4.18"
"Lazio","2010","3","SARA","708","2.82"
"Lazio","2010","4","AURORA","611","2.43"
"Lazio","2010","5","MARTINA","574","2.28"
"Lazio","2010","6","GIORGIA","564","2.24"
"Lazio","2010","7","CHIARA","530","2.11"
"Lazio","2010","8","ELISA","512","2.04"
"Lazio","2010","9","EMMA","418","1.66"
"Lazio","2010","10","BEATRICE","386","1.54"
"Lazio","2011","1","GIULIA","1035","4.09"
"Lazio","2011","2","SOFIA","1015","4.01"
"Lazio","2011","3","AURORA","573","2.26"
"Lazio","2011","4","SARA","568","2.24"
"Lazio","2011","5","MARTINA","550","2.17"
"Lazio","2011","6","GIORGIA","511","2.02"
"Lazio","2011","7","EMMA","464","1.83"
"Lazio","2011","8","CHIARA","436","1.72"
"Lazio","2011","9","GAIA","435","1.72"
"Lazio","2011","10","ELISA","434","1.72"
"Lazio","2012","1","SOFIA","979","3.9"
"Lazio","2012","2","GIULIA","962","3.83"
"Lazio","2012","3","AURORA","595","2.37"
"Lazio","2012","4","EMMA","547","2.18"
"Lazio","2012","5","GIORGIA","531","2.12"
"Lazio","2012","6","SARA","518","2.06"
"Lazio","2012","7","MARTINA","473","1.89"
"Lazio","2012","8","CHIARA","470","1.87"
"Lazio","2012","9","VIOLA","460","1.83"
"Lazio","2012","10","GAIA","459","1.83"
"Lazio","2013","1","GIULIA","919","3.79"
"Lazio","2013","2","SOFIA","912","3.76"
"Lazio","2013","3","EMMA","560","2.31"
"Lazio","2013","4","AURORA","553","2.28"
"Lazio","2013","5","GINEVRA","472","1.94"
"Lazio","2013","6","CHIARA","469","1.93"
"Lazio","2013","7","GIORGIA","457","1.88"
"Lazio","2013","8","MARTINA","450","1.85"
"Lazio","2013","9","SARA","448","1.85"
"Lazio","2013","10","GAIA","446","1.84"
"Lazio","2014","1","GIULIA","871","3.67"
"Lazio","2014","2","SOFIA","853","3.6"
"Lazio","2014","3","AURORA","626","2.64"
"Lazio","2014","4","EMMA","489","2.06"
"Lazio","2014","5","MARTINA","454","1.91"
"Lazio","2014","6","SARA","445","1.88"
"Lazio","2014","7","GRETA","423","1.78"
"Lazio","2014","8","CHIARA","416","1.75"
"Lazio","2014","8","GIORGIA","416","1.75"
"Lazio","2014","9","GINEVRA","403","1.7"
"Lazio","2014","10","GAIA","398","1.68"
"Lazio","2015","1","SOFIA","832","3.61"
"Lazio","2015","2","GIULIA","804","3.49"
"Lazio","2015","3","AURORA","705","3.06"
"Lazio","2015","4","EMMA","461","2"
"Lazio","2015","5","GINEVRA","438","1.9"
"Lazio","2015","6","GRETA","398","1.73"
"Lazio","2015","7","BEATRICE","381","1.65"
"Lazio","2015","8","GIORGIA","370","1.6"
"Lazio","2015","9","GAIA","360","1.56"
"Lazio","2015","10","MARTINA","358","1.55"
"Lazio","2016","1","SOFIA","818","3.59"
"Lazio","2016","2","GIULIA","781","3.43"
"Lazio","2016","3","AURORA","638","2.8"
"Lazio","2016","4","GINEVRA","462","2.03"
"Lazio","2016","5","EMMA","421","1.85"
"Lazio","2016","6","BEATRICE","407","1.79"
"Lazio","2016","7","CHIARA","370","1.62"
"Lazio","2016","8","NICOLE","365","1.6"
"Lazio","2016","9","GRETA","363","1.59"
"Lazio","2016","10","GIORGIA","338","1.48"
"Lazio","2017","1","SOFIA","750","3.52"
"Lazio","2017","2","GIULIA","731","3.43"
"Lazio","2017","3","AURORA","648","3.04"
"Lazio","2017","4","GINEVRA","430","2.02"
"Lazio","2017","5","BEATRICE","420","1.97"
"Lazio","2017","6","EMMA","409","1.92"
"Lazio","2017","7","GRETA","365","1.71"
"Lazio","2017","8","ALICE","343","1.61"
"Lazio","2017","9","CHIARA","333","1.56"
"Lazio","2017","10","LUDOVICA","323","1.52"
"Lazio","2018","1","GIULIA","645","3.2"
"Lazio","2018","2","SOFIA","642","3.18"
"Lazio","2018","3","AURORA","593","2.94"
"Lazio","2018","4","GINEVRA","459","2.28"
"Lazio","2018","5","EMMA","411","2.04"
"Lazio","2018","6","BEATRICE","381","1.89"
"Lazio","2018","7","ALICE","330","1.64"
"Lazio","2018","8","GRETA","310","1.54"
"Lazio","2018","9","CHIARA","283","1.4"
"Lazio","2018","10","NICOLE","281","1.39"
"Lazio","2019","1","GIULIA","638","3.25"
"Lazio","2019","2","SOFIA","608","3.09"
"Lazio","2019","3","AURORA","569","2.9"
"Lazio","2019","4","GINEVRA","466","2.37"
"Lazio","2019","5","EMMA","409","2.08"
"Lazio","2019","6","BEATRICE","369","1.88"
"Lazio","2019","7","ALICE","337","1.72"
"Lazio","2019","8","VITTORIA","311","1.58"
"Lazio","2019","9","NICOLE","301","1.53"
"Lazio","2019","10","ELENA","292","1.49"
"Lazio","2020","1","GIULIA","596","3.29"
"Lazio","2020","2","SOFIA","568","3.13"
"Lazio","2020","3","AURORA","519","2.86"
"Lazio","2020","4","GINEVRA","481","2.65"
"Lazio","2020","5","EMMA","381","2.1"
"Lazio","2020","6","BEATRICE","342","1.89"
"Lazio","2020","7","VITTORIA","292","1.61"
"Lazio","2020","8","LUDOVICA","288","1.59"
"Lazio","2020","9","MATILDE","283","1.56"
"Lazio","2020","10","ALICE","263","1.45"
"Lazio","2021","1","SOFIA","583","3.22"
"Lazio","2021","2","AURORA","526","2.9"
"Lazio","2021","3","GIULIA","499","2.76"
"Lazio","2021","4","GINEVRA","463","2.56"
"Lazio","2021","5","BEATRICE","458","2.53"
"Lazio","2021","6","EMMA","344","1.9"
"Lazio","2021","7","ALICE","336","1.86"
"Lazio","2021","8","VITTORIA","335","1.85"
"Lazio","2021","9","LUDOVICA","302","1.67"
"Lazio","2021","10","MATILDE","274","1.51"
"Lazio","2022","1","SOFIA","530","3.03"
"Lazio","2022","2","AURORA","508","2.9"
"Lazio","2022","3","GINEVRA","465","2.66"
"Lazio","2022","4","GIULIA","433","2.47"
"Lazio","2022","5","VITTORIA","379","2.17"
"Lazio","2022","6","BEATRICE","377","2.15"
"Lazio","2022","7","EMMA","324","1.85"
"Lazio","2022","8","LUDOVICA","315","1.8"
"Lazio","2022","9","MATILDE","276","1.58"
"Lazio","2022","10","ALICE","253","1.45"
"Lazio","2023","1","GINEVRA","475","2.85"
"Lazio","2023","2","SOFIA","472","2.83"
"Lazio","2023","3","AURORA","471","2.83"
"Lazio","2023","4","VITTORIA","445","2.67"
"Lazio","2023","5","GIULIA","385","2.31"
"Lazio","2023","6","BEATRICE","380","2.28"
"Lazio","2023","7","EMMA","315","1.89"
"Lazio","2023","8","LUDOVICA","292","1.75"
"Lazio","2023","9","ALICE","273","1.64"
"Lazio","2023","10","MATILDE","269","1.61"
"Lazio","2024","1","GINEVRA","510","3.12"
"Lazio","2024","2","SOFIA","453","2.77"
"Lazio","2024","3","VITTORIA","422","2.58"
"Lazio","2024","4","AURORA","398","2.43"
"Lazio","2024","5","BEATRICE","351","2.15"
"Lazio","2024","6","GIULIA","336","2.05"
"Lazio","2024","7","MATILDE","333","2.04"
"Lazio","2024","8","LUDOVICA","305","1.86"
"Lazio","2024","9","EMMA","269","1.64"
"Lazio","2024","10","ALICE","239","1.46"
"Liguria","1999","1","GIULIA","242","4.56"
"Liguria","1999","2","ALESSIA","221","4.16"
"Liguria","1999","3","MARTINA","187","3.52"
"Liguria","1999","4","CHIARA","180","3.39"
"Liguria","1999","5","SARA","177","3.33"
"Liguria","1999","6","FRANCESCA","146","2.75"
"Liguria","1999","7","GIORGIA","124","2.34"
"Liguria","1999","8","ALICE","122","2.3"
"Liguria","1999","9","ELENA","119","2.24"
"Liguria","1999","10","MARTA","92","1.73"
"Liguria","2000","1","GIULIA","239","4.39"
"Liguria","2000","2","ALESSIA","226","4.16"
"Liguria","2000","3","CHIARA","211","3.88"
"Liguria","2000","4","SARA","201","3.7"
"Liguria","2000","5","MARTINA","189","3.47"
"Liguria","2000","6","ALICE","153","2.81"
"Liguria","2000","7","GIORGIA","149","2.74"
"Liguria","2000","8","FRANCESCA","143","2.63"
"Liguria","2000","9","ELISA","125","2.3"
"Liguria","2000","10","ELENA","105","1.93"
"Liguria","2001","1","SARA","219","3.81"
"Liguria","2001","2","CHIARA","218","3.79"
"Liguria","2001","3","GIULIA","217","3.77"
"Liguria","2001","4","ALESSIA","206","3.58"
"Liguria","2001","5","MARTINA","198","3.44"
"Liguria","2001","6","FRANCESCA","149","2.59"
"Liguria","2001","7","GAIA","141","2.45"
"Liguria","2001","8","GIORGIA","133","2.31"
"Liguria","2001","9","ALICE","132","2.29"
"Liguria","2001","10","ELISA","127","2.21"
"Liguria","2002","1","GIULIA","236","4.19"
"Liguria","2002","2","MARTINA","206","3.66"
"Liguria","2002","3","CHIARA","199","3.53"
"Liguria","2002","4","SARA","195","3.46"
"Liguria","2002","5","ALESSIA","187","3.32"
"Liguria","2002","6","FRANCESCA","134","2.38"
"Liguria","2002","7","ELENA","123","2.18"
"Liguria","2002","8","GIORGIA","110","1.95"
"Liguria","2002","9","ALICE","109","1.94"
"Liguria","2002","9","ELISA","109","1.94"
"Liguria","2002","10","GAIA","106","1.88"
"Liguria","2003","1","GIULIA","271","4.98"
"Liguria","2003","2","MARTINA","191","3.51"
"Liguria","2003","3","ALESSIA","175","3.21"
"Liguria","2003","4","SARA","167","3.07"
"Liguria","2003","5","ALICE","155","2.85"
"Liguria","2003","6","CHIARA","152","2.79"
"Liguria","2003","7","GIORGIA","142","2.61"
"Liguria","2003","8","ELISA","119","2.19"
"Liguria","2003","9","FRANCESCA","118","2.17"
"Liguria","2003","10","SOFIA","115","2.11"
"Liguria","2004","1","GIULIA","300","5.14"
"Liguria","2004","2","CHIARA","190","3.25"
"Liguria","2004","3","ALICE","180","3.08"
"Liguria","2004","4","MARTINA","175","3"
"Liguria","2004","4","SARA","175","3"
"Liguria","2004","5","ELISA","140","2.4"
"Liguria","2004","6","ALESSIA","125","2.14"
"Liguria","2004","7","SOFIA","117","2"
"Liguria","2004","8","FRANCESCA","115","1.97"
"Liguria","2004","9","GIORGIA","114","1.95"
"Liguria","2004","10","GAIA","98","1.68"
"Liguria","2005","1","GIULIA","300","5.18"
"Liguria","2005","2","SARA","173","2.99"
"Liguria","2005","3","ALICE","162","2.8"
"Liguria","2005","4","ALESSIA","161","2.78"
"Liguria","2005","4","MARTINA","161","2.78"
"Liguria","2005","5","CHIARA","155","2.68"
"Liguria","2005","6","SOFIA","148","2.56"
"Liguria","2005","7","ELISA","122","2.11"
"Liguria","2005","8","AURORA","113","1.95"
"Liguria","2005","8","GIORGIA","113","1.95"
"Liguria","2005","9","FRANCESCA","112","1.94"
"Liguria","2005","10","BEATRICE","105","1.81"
"Liguria","2006","1","GIULIA","243","4.05"
"Liguria","2006","2","SARA","181","3.01"
"Liguria","2006","3","SOFIA","174","2.9"
"Liguria","2006","4","MARTINA","169","2.81"
"Liguria","2006","5","ALICE","152","2.53"
"Liguria","2006","6","CHIARA","148","2.47"
"Liguria","2006","6","GIORGIA","148","2.47"
"Liguria","2006","7","ALESSIA","138","2.3"
"Liguria","2006","8","GIADA","120","2"
"Liguria","2006","9","AURORA","119","1.98"
"Liguria","2006","10","ELISA","106","1.77"
"Liguria","2007","1","SOFIA","214","3.7"
"Liguria","2007","2","GIULIA","206","3.56"
"Liguria","2007","3","SARA","172","2.98"
"Liguria","2007","4","MARTINA","155","2.68"
"Liguria","2007","5","ALICE","146","2.53"
"Liguria","2007","6","CHIARA","125","2.16"
"Liguria","2007","7","ELISA","123","2.13"
"Liguria","2007","8","GIORGIA","122","2.11"
"Liguria","2007","8","MATILDE","122","2.11"
"Liguria","2007","9","AURORA","121","2.09"
"Liguria","2007","10","ALESSIA","109","1.89"
"Liguria","2008","1","GIULIA","228","3.72"
"Liguria","2008","2","SOFIA","222","3.62"
"Liguria","2008","3","SARA","169","2.76"
"Liguria","2008","4","MARTINA","161","2.63"
"Liguria","2008","5","GIORGIA","139","2.27"
"Liguria","2008","6","ALICE","137","2.23"
"Liguria","2008","7","CHIARA","133","2.17"
"Liguria","2008","8","ALESSIA","115","1.88"
"Liguria","2008","8","AURORA","115","1.88"
"Liguria","2008","9","MATILDE","106","1.73"
"Liguria","2008","10","BEATRICE","103","1.68"
"Liguria","2009","1","SOFIA","226","3.71"
"Liguria","2009","2","GIULIA","215","3.53"
"Liguria","2009","3","SARA","143","2.35"
"Liguria","2009","4","MARTINA","141","2.31"
"Liguria","2009","5","ALICE","137","2.25"
"Liguria","2009","6","CHIARA","129","2.12"
"Liguria","2009","7","MATILDE","117","1.92"
"Liguria","2009","8","GIORGIA","116","1.9"
"Liguria","2009","9","AURORA","113","1.86"
"Liguria","2009","10","ALESSIA","105","1.72"
"Liguria","2010","1","SOFIA","217","3.7"
"Liguria","2010","2","GIULIA","191","3.26"
"Liguria","2010","3","SARA","136","2.32"
"Liguria","2010","4","AURORA","134","2.29"
"Liguria","2010","5","MARTINA","129","2.2"
"Liguria","2010","6","EMMA","123","2.1"
"Liguria","2010","7","ALICE","119","2.03"
"Liguria","2010","8","GIORGIA","115","1.96"
"Liguria","2010","9","MATILDE","114","1.95"
"Liguria","2010","10","CHIARA","97","1.66"
"Liguria","2011","1","SOFIA","189","3.5"
"Liguria","2011","2","GIULIA","185","3.43"
"Liguria","2011","3","ALICE","138","2.56"
"Liguria","2011","4","EMMA","135","2.5"
"Liguria","2011","5","MARTINA","116","2.15"
"Liguria","2011","6","MATILDE","105","1.95"
"Liguria","2011","7","AURORA","99","1.84"
"Liguria","2011","8","SARA","98","1.82"
"Liguria","2011","9","GRETA","85","1.58"
"Liguria","2011","10","ELENA","81","1.5"
"Liguria","2012","1","SOFIA","181","3.26"
"Liguria","2012","2","GIULIA","173","3.12"
"Liguria","2012","3","EMMA","138","2.49"
"Liguria","2012","4","ALICE","118","2.13"
"Liguria","2012","5","MARTINA","108","1.95"
"Liguria","2012","6","AURORA","95","1.71"
"Liguria","2012","7","GIORGIA","91","1.64"
"Liguria","2012","8","CHIARA","90","1.62"
"Liguria","2012","9","SARA","89","1.61"
"Liguria","2012","10","GINEVRA","88","1.59"
"Liguria","2012","10","VIOLA","88","1.59"
"Liguria","2013","1","SOFIA","189","3.68"
"Liguria","2013","2","GIULIA","154","3"
"Liguria","2013","3","EMMA","125","2.43"
"Liguria","2013","4","ALICE","123","2.39"
"Liguria","2013","5","AURORA","98","1.91"
"Liguria","2013","6","GIORGIA","84","1.63"
"Liguria","2013","7","GINEVRA","83","1.61"
"Liguria","2013","8","SARA","81","1.58"
"Liguria","2013","9","MATILDE","78","1.52"
"Liguria","2013","10","VIOLA","75","1.46"
"Liguria","2014","1","SOFIA","168","3.27"
"Liguria","2014","2","GIULIA","144","2.81"
"Liguria","2014","3","AURORA","108","2.1"
"Liguria","2014","4","GRETA","105","2.05"
"Liguria","2014","5","EMMA","101","1.97"
"Liguria","2014","6","ALICE","99","1.93"
"Liguria","2014","7","MATILDE","89","1.73"
"Liguria","2014","8","MARTINA","84","1.64"
"Liguria","2014","9","VIOLA","80","1.56"
"Liguria","2014","10","GAIA","74","1.44"
"Liguria","2014","10","SARA","74","1.44"
"Liguria","2015","1","SOFIA","140","2.86"
"Liguria","2015","2","AURORA","129","2.63"
"Liguria","2015","3","GIULIA","123","2.51"
"Liguria","2015","4","ALICE","112","2.28"
"Liguria","2015","5","EMMA","110","2.24"
"Liguria","2015","6","GRETA","90","1.84"
"Liguria","2015","7","BEATRICE","86","1.75"
"Liguria","2015","8","GINEVRA","81","1.65"
"Liguria","2015","9","GIORGIA","76","1.55"
"Liguria","2015","10","MATILDE","72","1.47"
"Liguria","2016","1","SOFIA","159","3.36"
"Liguria","2016","2","AURORA","113","2.39"
"Liguria","2016","3","GIULIA","110","2.33"
"Liguria","2016","4","ALICE","100","2.12"
"Liguria","2016","5","EMMA","96","2.03"
"Liguria","2016","6","ANNA","91","1.92"
"Liguria","2016","7","BEATRICE","80","1.69"
"Liguria","2016","8","GINEVRA","75","1.59"
"Liguria","2016","9","GRETA","72","1.52"
"Liguria","2016","10","MATILDE","71","1.5"
"Liguria","2017","1","SOFIA","145","3.13"
"Liguria","2017","2","AURORA","113","2.44"
"Liguria","2017","3","GIULIA","104","2.24"
"Liguria","2017","4","EMMA","98","2.11"
"Liguria","2017","5","GINEVRA","92","1.98"
"Liguria","2017","6","BEATRICE","90","1.94"
"Liguria","2017","7","ALICE","89","1.92"
"Liguria","2017","8","MATILDE","71","1.53"
"Liguria","2017","9","MARTINA","69","1.49"
"Liguria","2017","10","SARA","63","1.36"
"Liguria","2018","1","SOFIA","136","3.09"
"Liguria","2018","2","AURORA","106","2.41"
"Liguria","2018","3","ALICE","99","2.25"
"Liguria","2018","4","EMMA","94","2.14"
"Liguria","2018","5","GIULIA","89","2.02"
"Liguria","2018","6","MATILDE","76","1.73"
"Liguria","2018","7","GINEVRA","73","1.66"
"Liguria","2018","8","ANNA","63","1.43"
"Liguria","2018","9","BIANCA","62","1.41"
"Liguria","2018","10","CAMILLA","61","1.39"
"Liguria","2019","1","SOFIA","124","2.9"
"Liguria","2019","2","AURORA","97","2.27"
"Liguria","2019","3","GINEVRA","86","2.01"
"Liguria","2019","4","ALICE","85","1.99"
"Liguria","2019","5","BEATRICE","75","1.76"
"Liguria","2019","6","MATILDE","73","1.71"
"Liguria","2019","7","CAMILLA","68","1.59"
"Liguria","2019","7","EMMA","68","1.59"
"Liguria","2019","7","GIULIA","68","1.59"
"Liguria","2019","8","ANNA","58","1.36"
"Liguria","2019","9","LUDOVICA","57","1.33"
"Liguria","2019","10","GIORGIA","55","1.29"
"Liguria","2020","1","SOFIA","119","2.78"
"Liguria","2020","2","AURORA","94","2.2"
"Liguria","2020","3","BEATRICE","88","2.06"
"Liguria","2020","3","GINEVRA","88","2.06"
"Liguria","2020","4","ALICE","79","1.85"
"Liguria","2020","5","EMMA","77","1.8"
"Liguria","2020","6","GIULIA","72","1.68"
"Liguria","2020","7","LUDOVICA","71","1.66"
"Liguria","2020","8","ANNA","70","1.64"
"Liguria","2020","9","MATILDE","69","1.61"
"Liguria","2020","10","VITTORIA","59","1.38"
"Liguria","2021","1","AURORA","109","2.63"
"Liguria","2021","2","SOFIA","100","2.42"
"Liguria","2021","3","GINEVRA","91","2.2"
"Liguria","2021","4","BEATRICE","89","2.15"
"Liguria","2021","5","EMMA","75","1.81"
"Liguria","2021","6","MATILDE","65","1.57"
"Liguria","2021","7","CAMILLA","64","1.55"
"Liguria","2021","7","GIULIA","64","1.55"
"Liguria","2021","8","ALICE","63","1.52"
"Liguria","2021","9","VITTORIA","62","1.5"
"Liguria","2021","10","BIANCA","59","1.43"
"Liguria","2022","1","SOFIA","123","3.02"
"Liguria","2022","2","AURORA","95","2.33"
"Liguria","2022","3","GINEVRA","84","2.06"
"Liguria","2022","4","LUDOVICA","71","1.74"
"Liguria","2022","4","MATILDE","71","1.74"
"Liguria","2022","5","ALICE","70","1.72"
"Liguria","2022","6","CAMILLA","68","1.67"
"Liguria","2022","6","VITTORIA","68","1.67"
"Liguria","2022","7","BEATRICE","65","1.59"
"Liguria","2022","8","ANNA","63","1.55"
"Liguria","2022","9","EMMA","61","1.5"
"Liguria","2022","10","GIULIA","52","1.28"
"Liguria","2023","1","GINEVRA","110","2.74"
"Liguria","2023","1","SOFIA","110","2.74"
"Liguria","2023","2","VITTORIA","98","2.44"
"Liguria","2023","3","AURORA","83","2.06"
"Liguria","2023","4","MATILDE","73","1.82"
"Liguria","2023","5","LUDOVICA","68","1.69"
"Liguria","2023","6","BEATRICE","63","1.57"
"Liguria","2023","7","EMMA","62","1.54"
"Liguria","2023","8","ALICE","60","1.49"
"Liguria","2023","9","GIULIA","54","1.34"
"Liguria","2023","10","CECILIA","51","1.27"
"Liguria","2024","1","SOFIA","128","3.17"
"Liguria","2024","2","GINEVRA","89","2.2"
"Liguria","2024","3","MATILDE","80","1.98"
"Liguria","2024","4","VITTORIA","79","1.96"
"Liguria","2024","5","BEATRICE","78","1.93"
"Liguria","2024","6","ALICE","72","1.78"
"Liguria","2024","7","AURORA","69","1.71"
"Liguria","2024","7","CAMILLA","69","1.71"
"Liguria","2024","8","EMMA","57","1.41"
"Liguria","2024","9","LUDOVICA","55","1.36"
"Liguria","2024","10","BIANCA","53","1.31"
"Liguria","2024","10","GIULIA","53","1.31"
"Lombardia","1999","1","GIULIA","1651","4.33"
"Lombardia","1999","2","MARTINA","1562","4.1"
"Lombardia","1999","3","CHIARA","1425","3.74"
"Lombardia","1999","4","SARA","1423","3.74"
"Lombardia","1999","5","ALESSIA","1378","3.62"
"Lombardia","1999","6","FRANCESCA","989","2.6"
"Lombardia","1999","7","ALICE","812","2.13"
"Lombardia","1999","8","GIORGIA","751","1.97"
"Lombardia","1999","9","ELISA","712","1.87"
"Lombardia","1999","10","FEDERICA","673","1.77"
"Lombardia","2000","1","GIULIA","1634","4.04"
"Lombardia","2000","2","MARTINA","1565","3.87"
"Lombardia","2000","3","CHIARA","1483","3.67"
"Lombardia","2000","4","ALESSIA","1479","3.66"
"Lombardia","2000","5","SARA","1449","3.58"
"Lombardia","2000","6","FRANCESCA","973","2.41"
"Lombardia","2000","7","ALICE","946","2.34"
"Lombardia","2000","8","GIORGIA","829","2.05"
"Lombardia","2000","9","ELISA","815","2.02"
"Lombardia","2000","10","FEDERICA","661","1.63"
"Lombardia","2001","1","GIULIA","1532","3.81"
"Lombardia","2001","2","SARA","1491","3.71"
"Lombardia","2001","3","CHIARA","1456","3.62"
"Lombardia","2001","4","MARTINA","1426","3.55"
"Lombardia","2001","5","ALESSIA","1348","3.35"
"Lombardia","2001","6","GAIA","979","2.44"
"Lombardia","2001","7","FRANCESCA","963","2.4"
"Lombardia","2001","8","ALICE","851","2.12"
"Lombardia","2001","9","GIORGIA","806","2.01"
"Lombardia","2001","10","ELISA","804","2"
"Lombardia","2002","1","GIULIA","1659","4.02"
"Lombardia","2002","2","MARTINA","1658","4.02"
"Lombardia","2002","3","SARA","1500","3.64"
"Lombardia","2002","4","CHIARA","1313","3.18"
"Lombardia","2002","5","ALESSIA","1263","3.06"
"Lombardia","2002","6","ALICE","955","2.32"
"Lombardia","2002","7","ELISA","906","2.2"
"Lombardia","2002","8","FRANCESCA","870","2.11"
"Lombardia","2002","9","GIORGIA","843","2.04"
"Lombardia","2002","10","GAIA","827","2.01"
"Lombardia","2003","1","GIULIA","2094","5.06"
"Lombardia","2003","2","MARTINA","1488","3.59"
"Lombardia","2003","3","SARA","1394","3.37"
"Lombardia","2003","4","CHIARA","1362","3.29"
"Lombardia","2003","5","ALICE","1186","2.86"
"Lombardia","2003","6","ALESSIA","1093","2.64"
"Lombardia","2003","7","GIORGIA","1070","2.58"
"Lombardia","2003","8","SOFIA","901","2.18"
"Lombardia","2003","9","FRANCESCA","878","2.12"
"Lombardia","2003","10","ELISA","843","2.04"
"Lombardia","2004","1","GIULIA","2270","5.15"
"Lombardia","2004","2","MARTINA","1461","3.31"
"Lombardia","2004","3","SARA","1430","3.24"
"Lombardia","2004","4","CHIARA","1284","2.91"
"Lombardia","2004","5","ALESSIA","1154","2.62"
"Lombardia","2004","6","ALICE","1129","2.56"
"Lombardia","2004","7","SOFIA","1090","2.47"
"Lombardia","2004","8","ELISA","1062","2.41"
"Lombardia","2004","9","GIORGIA","1048","2.38"
"Lombardia","2004","10","FRANCESCA","767","1.74"
"Lombardia","2005","1","GIULIA","1914","4.4"
"Lombardia","2005","2","SARA","1374","3.16"
"Lombardia","2005","3","MARTINA","1325","3.05"
"Lombardia","2005","4","SOFIA","1228","2.82"
"Lombardia","2005","5","CHIARA","1101","2.53"
"Lombardia","2005","6","GIORGIA","1062","2.44"
"Lombardia","2005","7","ALICE","990","2.28"
"Lombardia","2005","8","ALESSIA","963","2.22"
"Lombardia","2005","9","ELISA","919","2.11"
"Lombardia","2005","10","FRANCESCA","722","1.66"
"Lombardia","2006","1","GIULIA","1865","4.11"
"Lombardia","2006","2","SOFIA","1451","3.2"
"Lombardia","2006","3","SARA","1401","3.09"
"Lombardia","2006","4","MARTINA","1266","2.79"
"Lombardia","2006","5","CHIARA","1138","2.51"
"Lombardia","2006","6","GIORGIA","1125","2.48"
"Lombardia","2006","7","ALESSIA","956","2.11"
"Lombardia","2006","8","ALICE","935","2.06"
"Lombardia","2006","9","AURORA","906","2"
"Lombardia","2006","10","ELISA","879","1.94"
"Lombardia","2007","1","GIULIA","1686","3.68"
"Lombardia","2007","2","SOFIA","1645","3.59"
"Lombardia","2007","3","SARA","1315","2.87"
"Lombardia","2007","4","MARTINA","1264","2.76"
"Lombardia","2007","5","GIORGIA","1109","2.42"
"Lombardia","2007","6","CHIARA","1011","2.21"
"Lombardia","2007","7","ALICE","939","2.05"
"Lombardia","2007","8","ELISA","897","1.96"
"Lombardia","2007","9","AURORA","883","1.93"
"Lombardia","2007","10","ALESSIA","852","1.86"
"Lombardia","2008","1","SOFIA","1723","3.66"
"Lombardia","2008","2","GIULIA","1637","3.48"
"Lombardia","2008","3","SARA","1329","2.83"
"Lombardia","2008","4","MARTINA","1251","2.66"
"Lombardia","2008","5","GIORGIA","1170","2.49"
"Lombardia","2008","6","CHIARA","1001","2.13"
"Lombardia","2008","7","ALICE","983","2.09"
"Lombardia","2008","8","ELISA","862","1.83"
"Lombardia","2008","9","ALESSIA","802","1.71"
"Lombardia","2008","10","AURORA","761","1.62"
"Lombardia","2009","1","SOFIA","1673","3.59"
"Lombardia","2009","2","GIULIA","1577","3.38"
"Lombardia","2009","3","MARTINA","1250","2.68"
"Lombardia","2009","4","SARA","1131","2.43"
"Lombardia","2009","5","GIORGIA","1070","2.3"
"Lombardia","2009","6","ALICE","1039","2.23"
"Lombardia","2009","7","CHIARA","846","1.82"
"Lombardia","2009","8","EMMA","808","1.73"
"Lombardia","2009","9","ALESSIA","788","1.69"
"Lombardia","2009","10","AURORA","751","1.61"
"Lombardia","2010","1","SOFIA","1647","3.58"
"Lombardia","2010","2","GIULIA","1539","3.34"
"Lombardia","2010","3","SARA","1142","2.48"
"Lombardia","2010","4","GIORGIA","1070","2.32"
"Lombardia","2010","5","MARTINA","1057","2.3"
"Lombardia","2010","6","ALICE","974","2.12"
"Lombardia","2010","7","EMMA","877","1.9"
"Lombardia","2010","8","ELISA","761","1.65"
"Lombardia","2010","9","AURORA","751","1.63"
"Lombardia","2010","10","CHIARA","716","1.56"
"Lombardia","2011","1","SOFIA","1558","3.55"
"Lombardia","2011","2","GIULIA","1429","3.26"
"Lombardia","2011","3","EMMA","1035","2.36"
"Lombardia","2011","4","MARTINA","1034","2.36"
"Lombardia","2011","5","GIORGIA","971","2.21"
"Lombardia","2011","6","SARA","923","2.1"
"Lombardia","2011","7","ALICE","875","1.99"
"Lombardia","2011","8","CHIARA","672","1.53"
"Lombardia","2011","9","AURORA","669","1.53"
"Lombardia","2011","10","ELISA","642","1.46"
"Lombardia","2012","1","GIULIA","1502","3.42"
"Lombardia","2012","2","SOFIA","1499","3.41"
"Lombardia","2012","3","EMMA","1097","2.5"
